time_sec,value
1,141.0
2,141.0
3,138.0
4,135.0
5,138.0
6,137.0
7,137.0
8,136.0
9,133.0
10,130.0
11,131.0
12,132.0
13,135.87534818941504
14,137.826326576977
15,138.83885995724722
16,139.41871467104136
17,139.65279173849518
18,139.9332334760852
19,140.0649194254542
20,139.64000161216845
21,139.56822775643883
22,139.77709021549342
23,139.77726487939475
24,139.75328882118407
25,139.8626630682625
26,139.8710732844899
27,139.43344459203576
28,139.26507478895573
29,139.52974178743565
30,139.67835923193255
31,139.97158050702774
32,140.07142160329616
33,139.8153718185972
34,140.0351930726224
35,139.81708795439027
36,139.55044115486368
37,139.55686929292477
38,139.53594733514166
39,139.6749160604807
40,139.75389915797757
41,139.66035336739662
42,139.71430589718148
43,139.80610399754178
44,139.92549239147775
45,140.04316577615845
46,140.3175718230723
47,140.4647741494965
48,140.49096046295125
49,140.2193443248745
50,139.8259642972687
51,139.77530014792512
52,140.09767840223842
53,139.92204919626482
54,139.80291086720314
55,139.61729845685738
56,140.08583242351065
57,140.79244716860336
58,140.98832884745957
59,140.57121360405768
60,139.9243701426721
61,139.83387265850482
62,139.75003688791162
63,139.72750071345934
64,139.94599258380703
65,140.12669323415497
66,140.25224311352127
67,140.24292930015423
68,140.17191156720042
69,139.9179059910691
70,139.61563823230335
71,139.47005420125805
72,139.2738324583638
73,139.21347449476457
74,139.2038446853988
75,139.18392297906303
76,139.34125527484224
77,139.17806999305492
78,139.09680335810938
79,139.4023902830433
80,139.49876309574196
81,139.38719318222002
82,139.17476813922718
83,139.00370495481414
84,138.780546128506
85,138.7398609763409
86,139.00144119866093
87,139.35141504377492
88,139.94499943619246
89,139.88148671673753
90,139.97056305323702
91,140.14872980248057
92,140.20869249775504
93,140.34859523399254
94,140.61803882656028
95,140.57306435710035
96,140.5526386211272
97,140.65590073028193
98,140.4819529991325
99,140.00071192058272
100,139.75432134863405
101,139.50042937237797
102,139.49529369747248
103,139.6494701306437
104,139.68913005836774
105,139.9914790156511
106,139.90762761971365
107,139.6830505145922
108,139.74919571184154
109,139.93476000976693
110,139.97517037315544
111,140.26310966210218
112,140.27671612137368
113,140.84608752928585
114,141.78400633148783
115,141.9728727309613
116,141.44144597816847
117,140.83391517149465
118,140.42355582621653
119,140.1046857145267
120,139.60328438806565
121,139.39138189389058
122,139.47310620487036
123,139.1851245310066
124,138.82240667851602
125,138.98613331124682
126,139.22654366711765
127,139.23091889238236
128,139.21965513860692
129,139.15679240745771
130,139.0651465524039
131,139.16700092397815
132,139.40360315287228
133,139.68823014786472
134,139.56704954686683
135,139.4972060146182
136,139.66562428390483
137,139.44528121161835
138,139.05149700433685
139,138.73275846284042
140,138.7153145680467
141,138.8184703964812
142,138.78651344253507
143,138.72302688507017
144,138.75429240650396
145,138.83202914448424
146,138.7978712386088
147,138.51363119088666
148,138.53878975929496
149,138.5915957057328
150,138.55607276739778
151,138.62203254044525
152,138.89374696191032
153,138.92991436907613
154,138.99032391131243
155,139.00291498953135
156,138.92261418216563
157,138.7055950780125
158,138.55129271205945
159,138.6004637833834
160,138.60236641568764
161,138.58334554813823
162,138.6446978133911
163,138.93428199041858
164,138.92080295909807
165,138.95912092996082
166,138.86282299648553
167,138.90614089835682
168,138.92193091952066
169,139.196098321446
170,139.81135831953867
171,139.76326046092606
172,139.61573975580734
173,139.27980095545524
174,138.78635123787032
175,138.84862220818212
176,139.02205527627478
177,139.14135293281083
178,139.18630856090067
179,139.26593711610332
180,139.34201915974285
181,139.17981275062346
182,139.03571090559473
183,138.82169738446527
184,138.65199075746918
185,138.7701891335098
186,138.83483061410357
187,138.88152669259463
188,139.1277097666759
189,139.3017292294445
190,139.38708418988318
191,139.3426814992999
192,139.51749035026407
193,139.71233472278334
194,139.74271678284475
195,139.5447807466984
196,139.451630458914
197,139.424874750681
198,139.43655007525012
199,139.77591705190872
200,139.75591573647054
201,139.6770816807899
202,139.45643802629434
203,139.40027552787933
204,139.24357099877864
205,138.92915007136332
206,138.90460983881928
207,139.1318474148648
208,139.0942173616761
209,139.1323875257121
210,139.083753153614
211,139.08503208042384
212,138.82704289207896
213,138.76976310531472
214,139.03804692068866
215,139.0274129262968
216,139.16087061047324
217,139.2413832398144
218,139.46656618507802
219,139.4607031600219
220,139.65840483415968
221,139.50275586062708
222,139.53120922492525
223,139.6553388038328
224,139.79597172531265
225,139.7090863077682
226,139.78259821700698
227,139.90792640434037
228,140.11585280868076
229,140.30683082604264
230,139.67883856083756
231,139.21090372320765
232,139.32095020783663
233,139.57533694818096
234,139.58094095867642
235,139.44704577911756
236,139.36406152820513
237,139.14898594448098
238,139.24078713822882
239,139.24922133528116
240,139.09256031762118
241,139.03826699781544
242,139.14146906056595
243,139.2413609692145
244,139.4604336769134
245,139.3782202950033
246,139.3167982651184
247,139.32137933566662
248,139.5813925406431
249,139.58986841461956
250,139.38518056497486
251,139.3247074956553
252,139.4579850663489
253,139.8242408093895
254,139.92657807108668
255,140.30921674823395
256,140.477737581188
257,141.2381819292933
258,143.00497831641792
259,147.0
260,154.0
261,156.0
262,157.0
263,157.0
264,155.0
265,149.0
266,152.0
267,157.0
268,157.0
269,157.0
270,154.0
271,152.0
272,148.0
273,147.0
274,148.0
275,150.0
276,153.0
277,157.0
278,152.0
279,155.0
280,209.0
281,145.0
282,138.0
283,138.0
284,142.0
285,143.0
286,143.0
287,141.0
288,140.0
290,136.0
291,139.0
292,140.0
293,143.0
294,144.0
295,139.0
296,139.0
297,147.0
