time_sec,value
1,13.0
2,13.0
3,12.0
4,13.0
5,13.0
6,13.0
7,13.0
8,13.0
9,13.0
10,13.0
11,13.0
12,13.0
13,14.0
14,14.0
15,14.0
16,14.0
17,14.0
18,14.0
19,14.0
20,14.0
21,14.0
22,14.0
23,14.0
24,14.0
25,14.0
26,14.0
27,14.0
28,14.0
29,14.0
30,14.0
31,14.0
32,14.0
33,14.0
34,14.0
35,14.0
36,14.0
37,14.0
38,14.0
39,14.0
40,14.0
41,14.0
42,14.0
43,14.0
44,14.0
45,14.0
46,14.0
47,14.0
48,14.0
49,14.0
50,14.0
51,13.0
52,13.0
53,13.0
54,13.0
55,13.0
56,12.0
57,11.0
58,11.0
59,11.0
60,11.0
61,11.0
62,11.0
63,11.0
64,11.0
65,12.0
66,11.0
67,11.0
68,11.0
69,11.0
70,11.0
71,11.0
72,11.0
73,11.0
74,11.0
75,11.0
76,11.0
77,11.0
78,11.0
79,11.0
80,11.0
81,11.0
82,11.0
83,11.0
84,14.98933566346154
85,17.11966783173077
86,17.559833915865383
87,17.52888815134833
88,18.62808043931053
89,18.59865560427065
90,18.89235105794928
91,19.37808214376063
92,19.24439162538585
93,18.84607640970785
94,18.26295915347053
95,18.25791635834446
96,18.407984396400693
97,18.223881563434723
98,17.96099738549095
99,17.988250630729972
100,18.085922190364982
101,18.06649385281608
102,18.157782242393168
103,18.078891121196584
104,18.02226998807921
105,18.142170408161743
106,18.20954346270156
107,18.067582139747728
108,17.91021692538717
109,17.895812654264468
110,17.728538738199425
111,18.061364188491343
112,18.76592381521945
113,19.693112283549578
114,19.72678427865692
115,19.38355342965104
116,19.4614617541956
117,19.11250996141153
118,18.535681089832742
119,18.542350348837942
120,18.69775939147324
121,18.146992903283788
122,17.657146641755965
123,17.2211030140598
124,16.937474583952977
125,17.44191736860484
126,17.557534559788802
127,17.53634303747016
128,17.496269389457513
129,17.965937725031786
130,17.35941673896377
131,17.03499946644006
132,16.645596637066184
133,16.84751314743043
134,16.816209403903894
135,16.847954326012097
136,16.979327716511584
137,16.904478673070606
138,16.67160320445983
139,15.998040878745067
140,15.789279154466872
141,15.977844335920697
142,16.14805431815046
143,16.051470768097786
144,15.640838560854975
145,15.7316161916244
146,15.99577698554604
147,16.220640893536377
148,16.55250271966895
149,16.709457466704706
150,16.880148816685683
151,16.503507244163735
152,16.376295746623992
153,15.935459701268986
154,15.788897733846172
155,16.557461588112677
156,16.71947153479708
157,16.535872131034903
158,16.88601724632926
159,16.662433083596284
160,16.77099756369595
161,17.12713446958032
162,17.203718749941675
163,16.6582728017991
164,16.688292815494115
165,16.624108479136375
166,16.50591343195696
167,16.81553056761762
168,16.862108066643184
169,16.68575459482483
170,17.00851986580624
171,17.273545307820655
172,16.61076102762633
173,16.19490608567091
174,15.845597415527866
175,15.823062962923862
176,16.091543012968934
177,16.113488956340802
178,16.052290781772513
179,15.976762014672849
180,16.080864853315727
181,16.10290617721969
182,16.153573548469232
183,16.448938141714585
184,16.295780299177203
185,16.30070994552422
186,16.881003767017425
187,17.06846809510355
188,16.887510653808633
189,17.477402259998218
190,17.519006854626788
191,16.829581094749756
192,16.795525825863145
193,16.63035835134606
194,16.418588411025453
195,16.29725286767828
196,16.39450573535656
197,16.17897286067451
198,16.184032677870757
199,16.63101356291283
200,16.793034877763645
201,16.80346105987512
202,16.973455984292073
203,17.077864349536526
204,16.8490310389168
205,16.91983627138199
206,16.70714242228205
207,16.474390549743383
208,16.16671860527827
209,15.861437210556534
210,16.32369746638056
211,16.778347313713496
212,17.013387540812822
213,17.23815719544678
214,17.291021749459297
215,16.959996254824105
216,17.021159824823304
217,17.20448181180877
218,17.382246066365624
219,17.604186789219803
220,17.392373578439607
221,16.98646389507664
222,16.717697664630265
223,16.688433437694265
224,16.79651900287857
225,17.161131390971146
226,17.642100838622454
227,18.64131668524491
228,19.022470768863805
229,18.30930935381956
230,17.766345980366395
231,16.90469196073279
232,16.969676909220688
233,17.075900003180333
234,17.342391309149512
235,17.359025042541454
236,17.82310845084166
237,19.05013847031077
238,20.95851448851426
239,23.9903880503876
240,31.0
241,31.0
242,31.0
243,31.0
244,32.0
245,33.0
246,34.0
247,34.0
248,34.0
249,34.0
250,34.0
251,34.0
252,34.0
253,34.0
254,34.0
255,33.0
256,33.0
257,33.0
258,33.0
259,32.0
260,32.0
261,32.0
262,31.0
263,31.0
264,30.0
265,27.0
266,27.0
267,26.0
268,26.0
269,25.0
270,24.0
271,24.0
272,24.0
273,24.0
274,24.0
275,24.0
276,24.0
277,24.0
278,24.0
279,24.0
280,24.0
281,24.0
282,31.0
283,61.0
284,24.0
285,24.0
286,23.0
287,23.0
288,23.0
289,23.0
290,23.0
291,23.0
292,23.0
293,23.0
294,23.0
295,23.0
296,23.0
297,23.0
298,23.0
299,23.0
300,23.0
301,23.0
302,23.0
303,23.0
304,23.0
305,23.0
306,23.0
307,23.0
308,21.0
309,21.0
310,21.0
311,21.0
312,21.0
313,21.0
314,21.0
315,21.0
316,21.0
317,21.0
318,21.0
319,21.0
320,21.0
321,21.0
322,21.0
323,21.0
324,21.0
325,21.0
326,16.0
327,0.0
328,24.0
329,24.0
330,24.0
331,25.0
332,25.0
333,25.0
334,25.0
335,25.0
336,25.0
337,25.0
338,24.0
339,24.0
343,24.0
344,24.0
345,24.0
346,24.0
347,24.0
348,24.0
349,24.0
350,23.0
351,23.0
352,23.0
353,23.0
354,23.0
355,23.0
356,23.0
357,23.0
358,23.0
359,23.0
360,23.0
361,23.0
362,22.0
363,22.0
364,21.0
365,21.0
366,21.0
367,21.0
368,21.0
369,21.0
370,21.0
371,21.0
372,21.0
