time_sec,value
1,147.61677631578948
2,140.4128461310116
3,140.04826036694217
4,139.29619430833333
5,138.90382299587912
6,138.92737430167597
7,139.24431208055557
8,139.47042253521127
9,139.32641770401108
10,139.7080491132333
11,139.7577030812325
12,139.30233189917126
13,139.75069637883007
14,139.777304964539
15,139.85139333751744
16,139.9985693848355
17,139.886868805949
18,140.2136752136752
19,140.1966053748232
20,139.2150837988827
21,139.4964539007092
22,139.985952674548
23,139.77743954329608
24,139.72931276297336
25,139.9720373153409
26,139.87948350071736
27,138.9958158995816
28,139.0967049858757
29,139.7944087859155
30,139.82697667642955
31,140.2648017821229
32,140.17126269956458
33,139.5593220338983
34,140.25501432664757
35,139.59898283615817
36,139.28379435533705
37,139.5632974309859
38,139.5150253773585
39,139.8138847858198
40,139.83288225547446
41,139.56680757681565
42,139.7682584269663
43,139.8979020979021
44,140.04488078541374
45,140.16083916083917
46,140.59197786998618
47,140.61197647592067
48,140.51714677640604
49,139.94772818679775
50,139.43258426966293
51,139.72463599858156
52,140.4200566565517
53,139.74641999029126
54,139.68377253814148
55,139.43168604651163
56,140.55436639016392
57,141.49906191369607
58,141.18421052631578
59,140.15409836065575
60,139.27752668128653
61,139.74337517433753
62,139.66620111731842
63,139.70496453900708
64,140.16448445415472
65,140.30739388450291
66,140.3777929928876
67,140.2336154867872
68,140.1008938342466
69,139.66390041493776
70,139.31337047353762
71,139.32447017021278
72,139.0776107154696
73,139.15311653116532
74,139.19421487603304
75,139.1640012727273
76,139.49858757062148
77,139.0148847112676
78,139.01553672316385
79,139.7079772079772
80,139.59513590844062
81,139.27562326869807
82,138.96234309623432
83,138.8326417704011
84,138.5573873021978
85,138.69917582417582
86,139.26302142098092
87,139.70138888888889
88,140.53858382860997
89,139.81797399728262
90,140.05963938973647
91,140.32689655172413
92,140.2686551930295
93,140.48849797023004
94,140.887482419128
95,140.52808988764045
96,140.53221288515405
97,140.75916283943664
98,140.30800526798308
99,139.51947084203297
100,139.50793077668538
101,139.24653739612188
102,139.490158022567
103,139.80364656381488
104,139.72878998609178
105,140.29382797293445
106,139.82377622377624
107,139.45847340947077
108,139.8153409090909
109,140.1203243076923
110,140.0155807365439
111,140.55104895104895
112,140.29032258064515
113,141.41545893719805
114,142.72192513368984
115,142.1617391304348
116,140.9100192253756
117,140.22638436482086
118,140.0131964809384
119,139.7858156028369
120,139.10188306160458
121,139.17947939971552
122,139.55483051585014
123,138.89714285714285
124,138.45968882602546
125,139.1498599439776
126,139.46695402298852
127,139.23529411764707
128,139.20839138483146
129,139.09392967630853
130,138.97350069735006
131,139.26885529555238
132,139.64020538176638
133,139.97285714285715
134,139.44586894586894
135,139.42736248236957
136,139.8340425531915
