time_sec,value
1,142.0
2,143.0
3,144.0
4,145.0
5,148.0
6,149.0
7,149.0
8,148.0
9,144.0
10,144.0
11,144.0
12,143.0
13,144.0
14,144.0
15,143.0
16,144.0
17,144.0
18,144.0
19,144.0
20,146.0
21,148.0
22,150.0
23,153.0
24,153.0
25,153.0
26,152.0
27,151.0
28,152.0
29,151.0
30,148.0
31,149.0
32,149.0
33,152.0
34,152.0
35,152.0
36,152.0
37,153.0
38,154.0
39,154.0
40,154.0
41,154.0
42,154.0
43,154.0
44,147.02244039270687
45,143.59163977677304
46,142.0918088233796
47,141.35189264965015
48,140.9345197130281
49,140.44112394991294
50,139.93685410978793
51,139.83074505418475
52,140.12540085536824
53,139.93591042282975
54,139.8098414804856
55,139.62076376349862
56,140.08756507683125
57,140.79331349526365
58,140.9887620107897
59,140.57143018572273
60,139.92447843350465
61,139.8339268039211
62,139.75006396061974
63,139.7275142498134
64,139.94599935198406
65,140.1266966182435
66,140.25224480556557
67,140.24293014617638
68,140.17191199021147
69,139.9179062025746
70,139.6156383380561
71,139.47005425413442
72,139.27383248480203
73,139.21347450798368
74,139.20384469200835
75,139.18392298236785
76,139.34125527649468
77,139.17806999388114
78,139.0968033585225
79,139.40239028324984
80,139.49876309584522
81,139.38719318227163
82,139.174768139253
83,139.00370495482704
84,138.7805461285124
85,138.73986097634412
86,139.00144119866252
87,139.35141504377572
88,139.94499943619286
89,139.88148671673775
90,139.97056305323713
91,140.14872980248063
92,140.20869249775507
93,140.34859523399257
94,140.61803882656028
95,140.57306435710035
96,140.5526386211272
97,140.65590073028193
98,140.4819529991325
99,140.00071192058272
100,139.75432134863405
101,139.50042937237797
102,139.49529369747248
103,139.6494701306437
104,139.68913005836774
105,139.9914790156511
106,139.90762761971365
107,139.6830505145922
108,139.74919571184154
109,139.93476000976693
110,139.97517037315544
111,140.26310966210218
112,140.27671612137368
113,140.84608752928585
114,141.78400633148783
115,141.9728727309613
116,141.44144597816847
117,140.83391517149465
118,140.42355582621653
119,140.1046857145267
120,139.60328438806565
121,139.39138189389058
122,139.47310620487036
123,139.1851245310066
124,138.82240667851602
125,138.98613331124682
126,139.22654366711765
127,139.23091889238236
128,139.21965513860692
129,139.15679240745771
130,139.0651465524039
131,139.16700092397815
132,139.40360315287228
133,139.68823014786472
134,139.56704954686683
135,139.4972060146182
136,139.66562428390483
137,139.75234485140237
138,139.56129019861783
139,139.15574627812595
140,138.88395250886907
141,138.8671899296482
142,138.85859496482408
143,138.77517816423023
144,138.72586691637696
145,138.79602698336834
146,138.93906913484963
147,138.713770878664
148,138.59987734576058
149,138.61349799491418
150,138.55180549463222
151,138.4510618068062
152,138.65432068077536
153,138.7619127538076
154,138.86982279345057
155,138.9765192951738
156,139.05807629074627
157,138.9589868673559
158,138.7305542540457
159,138.66455770256243
160,138.64297249289973
161,138.58248288789258
162,138.4687982621281
163,138.7082796419336
164,138.79538231508445
165,138.92540058926028
166,138.87245284193727
167,138.88140185956513
168,138.76458268858022
169,138.67271050596676
170,139.266083342059
171,139.5884322540519
172,139.7700554051057
173,139.7716530390729
174,139.24786665331573
175,138.9615278967026
176,138.93214275822066
177,139.01427003147086
178,139.06047501858444
179,139.1251650455241
180,139.31469530719318
181,139.31930495142268
182,139.28451468907343
183,139.13795935026738
184,138.83587586584798
185,138.77071175938204
186,138.77942314749728
187,138.70738338300532
188,138.83053684345634
189,139.0234555562311
190,139.2274712183488
191,139.1976719333423
192,139.26015895554357
193,139.47105580913274
194,139.70585431406192
195,139.67189267427233
196,139.57513942070966
197,139.49416942341077
198,139.29567626100118
199,139.54579731417405
200,139.69027355316263
201,139.79399944422408
202,139.65329998446668
203,139.60514002072335
204,139.58156597345862
205,139.267628138683
206,138.97250020072835
207,139.0709888343909
208,139.0635180160155
209,139.12226995691287
210,139.1023720918585
211,139.08503208042384
212,138.8270428920789
213,138.7697631053146
214,139.03804692068843
215,139.02741292629634
216,139.16087061047236
217,139.24138323981265
218,139.4665661850745
219,139.46070316001484
220,139.6584048341456
221,139.50275586059888
