time_sec,value
1,202.0
2,202.0
3,202.0
4,202.0
5,202.0
6,202.0
7,202.0
8,202.0
9,202.0
10,202.0
11,202.0
12,202.0
13,202.0
14,202.0
15,202.0
16,202.0
17,202.0
18,202.0
19,202.0
20,202.0
21,202.0
22,202.0
23,202.0
24,202.0
25,202.0
26,202.0
27,202.0
28,202.0
29,202.0
30,202.0
31,202.0
32,202.0
33,202.0
34,202.0
35,202.0
36,202.0
37,202.0
38,202.0
39,202.0
40,201.0
41,174.80828220858896
42,161.59667841772733
43,154.63924829977276
44,151.34401439378885
45,149.9220071968944
46,149.43608148006714
47,148.68847997068372
48,148.0775733186752
49,148.0457097877364
50,148.20022492444923
51,148.71345224317702
52,148.95641459510875
53,148.52089022438366
54,148.22044511219184
55,148.24875758794303
56,148.91390944038898
57,150.07740227891932
58,150.3181624189209
59,149.60859261011194
60,148.96423419325473
61,148.64673248124274
62,148.60080526501162
63,148.8824215599506
64,148.8591309137139
65,148.91866203006566
66,149.09501403372442
67,148.75958132026778
68,148.10456130233575
69,147.54922254719236
70,147.629041653343
71,147.88818853827024
72,147.76133690633026
73,147.80268680178898
74,147.6327098605218
75,147.60587370596184
76,147.85548462368155
77,147.3993349716509
78,147.6036922536273
79,147.7020625026201
80,147.9032129682331
81,147.8525876357682
82,147.9202878118781
83,147.6345266219884
84,147.24093932345528
85,147.36655116642982
86,147.26907574835252
87,147.02511538177504
88,146.7664276599278
89,147.0514237065071
90,147.41494262248432
91,147.553625157396
92,147.75591705630995
93,148.13405608913058
94,148.8089635284363
95,148.60294330267968
96,148.2250054569778
97,147.6810081551356
98,148.12964145775948
99,147.9137303862006
100,147.53893206240122
101,147.92342944583476
102,147.8959654874434
103,147.19575722443386
104,146.93432721034776
105,148.02748106549134
106,148.30190252651514
107,147.78317010824236
108,147.70880559792784
109,147.28385065172466
110,147.14192532586233
111,147.4074705994391
112,147.6786569298136
113,148.15984128541962
114,149.03673127393904
115,148.83389961755205
116,148.5595727595957
117,147.97342569249628
118,147.48952344029203
119,147.4525930454472
120,147.395435988599
121,146.99741218390193
122,146.83598689353826
