time_sec,value
1,128.0
2,129.0
3,128.0
4,127.0
5,143.0
6,145.0
7,149.0
8,149.0
9,151.0
10,150.0
11,145.0
12,140.0
13,138.0
14,138.0
15,137.0
16,137.0
17,133.0
18,126.0
19,122.0
20,126.0
21,126.0
22,126.0
23,126.0
24,126.0
25,125.0
26,124.0
27,123.0
28,122.0
29,130.89720439295775
30,135.36209053469366
31,137.81344615840828
32,138.99235442898643
33,139.27583823144238
34,139.76542627904496
35,139.68220455760155
36,139.48299945646932
37,139.52314844372762
38,139.51908691054308
39,139.66648584818142
40,139.74968405182796
41,139.6582458143218
42,139.71325212064403
43,139.80557710927306
44,139.92522894734338
45,140.0430340540913
46,140.31750596203872
47,140.4647412189797
48,140.49094399769285
49,140.2193360922453
50,139.8259601809541
51,139.77529808976783
52,140.09767737315977
53,139.92204868172553
54,139.80291060993352
55,139.61729832822255
56,140.08583235919326
57,140.79244713644465
58,140.98832883138022
59,140.57121359601797
60,139.92437013865225
61,139.8338726564949
62,139.75003688690666
63,139.72750071295687
64,139.94599258355578
65,140.12669323402935
66,140.25224311345846
67,140.24292930012282
68,140.1719115671847
69,139.91790599106122
70,139.61563823229943
71,139.47005420125612
72,139.27383245836285
73,139.21347449476409
74,139.20384468539856
75,139.1839229790629
76,139.34125527484218
77,139.1780699930549
78,139.09680335810936
79,139.40239028304327
80,139.49876309574194
81,139.38719318222002
82,139.17476813922718
83,139.00370495481414
84,138.780546128506
85,138.7398609763409
86,139.00144119866093
87,139.35141504377492
88,139.94499943619246
89,139.88148671673753
90,140.21839228102283
91,140.37714517230916
92,140.4273937928942
93,140.5861323927589
94,140.68376681528778
95,140.48005121144757
96,140.43201253525473
97,140.33181218535535
98,139.90446153127414
99,139.50091779456525
100,139.4823647470975
101,139.45679871750966
102,139.66706003889743
103,139.8439620552279
104,139.8842775466409
105,140.03976510719002
106,139.78570224144556
107,139.7476282591149
108,140.03678310875904
109,140.25822530842714
110,140.39612630916196
111,140.77667188177998
112,141.00229481251102
113,141.71426704437687
114,142.01307515155568
115,141.30422516942153
116,140.44671120840826
117,139.9834031914409
118,139.74042201806094
119,139.46764755518348
120,139.1494795075301
121,139.19707595345557
122,139.21467250719564
123,138.87451449854112
124,138.85188613993938
125,139.2440834538533
126,139.33830696372905
127,139.20965990446956
128,139.18402569129205
129,139.1596599977526
130,139.22539031919672
131,139.47727994104335
132,139.6857045865343
133,139.73120379130228
134,139.48955043974743
135,139.53323193362593
136,139.63910138488228
137,139.44416021657304
138,139.04925501424617
139,138.72827448265903
140,138.70634660768394
141,138.80053447575568
142,138.75064160108406
143,138.6512832021681
144,138.6108050406998
145,138.54505441287597
146,138.2239217753922
147,137.36573226445347
148,136.2429919064286
149,134.0
150,138.0
151,142.0
152,145.0
153,147.0
154,149.0
155,151.0
156,153.0
157,157.0
158,162.0
159,161.0
160,158.0
161,157.0
162,162.0
163,164.0
164,162.0
165,162.0
167,163.0
168,160.0
169,159.0
