time_sec,value
1,206.0
2,122.0
3,122.0
4,121.0
5,120.0
6,119.0
7,119.0
8,122.0
9,124.0
10,123.0
11,121.0
12,122.0
13,121.0
14,121.0
15,121.0
16,122.0
17,122.0
18,122.0
19,122.0
20,122.0
21,120.0
22,119.0
23,129.38871977164803
24,134.5590162673107
25,137.2655267913258
26,138.57250514602157
27,138.7841605228016
28,138.94043275433864
29,139.36742077012707
30,139.59719872327832
31,139.9310002527006
32,140.05113147613258
33,139.80522675501544
34,140.0301205408315
35,139.81455168849482
36,139.54917302191592
37,139.5562352264509
38,139.5356303019047
39,139.67475754386226
40,139.75381989966837
41,139.660313738242
42,139.71428608260413
43,139.8060940902531
44,139.92548743783345
45,140.0431632993363
46,140.31757058466124
47,140.46477353029096
48,140.4909601533485
49,140.21934417007313
50,139.825964219868
51,139.7753001092248
52,140.09767838288826
53,139.92204918658976
54,139.80291086236562
55,139.61729845443864
56,140.08583242230128
57,140.79244716799866
58,140.98832884715722
59,140.57121360390647
60,139.9243701425965
61,139.83387265846702
62,139.75003688789272
63,139.7275007134499
64,139.9459925838023
65,140.1266932341526
66,140.2522431135201
67,140.24292930015366
68,140.17191156720014
69,139.91790599106895
70,139.6156382323033
71,139.47005420125805
72,139.2738324583638
73,139.21347449476457
74,139.2038446853988
75,139.18392297906303
76,139.34125527484224
77,139.17806999305492
78,139.09680335810938
79,139.4023902830433
80,139.49876309574196
81,139.38719318222002
82,139.17476813922718
83,139.00370495481414
84,138.780546128506
85,138.7398609763409
86,139.00144119866093
87,139.35141504377492
88,139.94499943619246
89,139.88148671673753
90,139.97056305323702
91,140.14872980248057
92,140.20869249775504
93,140.34859523399254
94,140.61803882656028
95,140.57306435710035
96,140.5526386211272
97,140.65590073028193
98,140.4819529991325
99,140.00071192058272
100,139.75432134863405
101,139.50042937237797
102,139.49529369747248
103,139.6494701306437
104,139.68913005836774
105,139.9914790156511
106,139.90762761971365
107,139.6830505145922
108,139.74919571184154
109,139.93476000976693
110,139.97517037315544
111,140.26310966210218
112,140.27671612137368
113,140.84608752928585
114,141.78400633148783
115,141.9728727309613
116,141.44144597816847
117,140.83391517149465
118,140.42355582621653
119,140.1046857145267
120,139.60328438806565
121,139.39138189389058
122,139.47310620487036
123,139.1851245310066
124,138.82240667851602
125,138.98613331124682
126,139.22654366711765
127,139.23091889238236
128,139.21965513860692
129,139.15679240745771
130,139.0651465524039
131,139.16700092397815
132,139.40360315287228
133,139.7312738534926
134,139.4896905641281
135,139.53351218238726
136,139.63966188240494
137,139.44528121161835
138,139.05149700433685
139,138.73275846284042
140,138.7153145680467
141,138.8184703964812
142,138.78651344253507
143,138.72302688507017
144,138.75429240650396
145,138.83202914448424
146,138.7978712386088
147,138.51363119088666
148,138.53878975929496
149,138.5915957057328
150,138.55607276739778
151,138.62203254044525
152,138.89374696191032
153,138.92991436907613
154,138.99032391131243
155,139.00291498953135
156,138.92261418216563
157,138.7055950780125
158,138.55129271205945
159,138.6004637833834
160,138.60236641568764
161,138.58334554813823
162,138.6446978133911
163,138.93428199041858
164,138.92080295909807
165,138.95912092996082
166,138.86282299648553
167,138.90614089835682
168,138.92193091952066
169,139.196098321446
170,139.81135831953867
171,139.76326046092606
172,139.61573975580734
173,139.27980095545524
174,138.78635123787032
175,138.84862220818212
176,139.02205527627478
177,139.14135293281083
178,139.18630856090067
179,139.26593711610332
180,139.34201915974285
181,139.17981275062346
182,139.03571090559473
183,138.82169738446527
184,138.65199075746918
185,138.7701891335098
186,138.83483061410357
187,138.88152669259463
188,139.1277097666759
189,139.3017292294445
190,139.38708418988318
191,139.34268149929989
192,139.51749035026404
193,139.7123347227833
194,139.74271678284472
195,139.54478074669834
196,139.45163045891394
197,139.42487475068094
198,139.43655007524995
199,139.77591705190835
200,139.75591573646977
201,139.67708168078838
202,139.45643802629127
203,139.4002755278732
204,139.24357099876636
205,138.92915007133882
206,138.90460983877028
207,139.13184741476687
208,139.09421736148022
209,139.13238752532035
210,139.0837531528305
211,139.08503207885687
212,138.827042888945
213,138.76976309904674
214,139.0380469081527
215,139.02741290122478
216,139.16087056032922
217,139.24138313952636
218,139.46656598450193
219,139.46070275886973
220,139.65840403185535
221,139.50275425601836
222,139.53120601570777
223,139.65533238539786
224,139.79595888844278
225,139.70906063402845
226,139.78254686952744
227,139.9078237093813
228,140.1156474187626
229,140.30642004620628
230,139.67801700116487
231,139.2092606038623
232,139.31766396914594
233,139.56876447079964
234,139.56779600391383
235,139.42075586959237
236,139.3114817091547
237,139.04382630638008
238,139.03046786202702
239,138.82858278287762
240,138.2512832128141
241,137.35571278820126
242,135.7763606413376
243,132.5111441307578
244,126.0
245,129.0
246,134.0
247,133.0
248,128.0
249,124.0
250,118.0
253,117.0
254,117.0
255,117.0
256,119.0
257,118.0
258,118.0
259,123.0
260,122.0
261,116.0
262,120.0
263,125.0
264,127.0
265,133.0
266,131.0
267,130.0
268,125.0
269,121.0
270,121.0
271,122.0
272,122.0
273,122.0
274,119.0
275,118.0
276,117.0
277,118.0
278,121.0
279,124.0
280,130.0
281,134.0
282,137.0
283,135.0
284,134.0
285,138.0
286,139.0
287,146.0
288,148.0
289,178.0
290,187.0
291,147.0
292,148.0
293,149.0
294,149.0
295,150.0
296,154.0
297,153.0
298,149.0
299,142.0
300,137.0
301,138.0
302,139.0
303,140.0
304,135.0
305,129.0
306,127.0
307,124.0
308,122.0
