time_sec,value
1,197.0
2,133.0
3,133.0
4,133.0
5,133.0
6,133.0
7,133.0
8,133.0
9,132.0
10,132.0
11,133.0
12,132.0
13,125.0
14,128.0
15,129.0
16,128.0
17,123.0
18,122.0
19,116.0
20,116.0
21,116.0
22,123.0
23,117.0
24,128.36465638148667
25,134.1683468484138
26,137.02391517456556
27,138.00986553707358
28,138.55328526147463
29,139.17384702369506
30,139.5004118500623
31,139.88260681609262
32,140.0269347578286
33,139.79312839586345
34,140.0240713612555
35,139.81152709870685
36,139.5476607270219
37,139.55547907900393
38,139.5352522281812
39,139.67456850700052
40,139.75372538123747
41,139.66026647902655
42,139.71426245299642
43,139.80608227544926
44,139.9254815304315
45,140.04316034563533
46,140.31756910781075
47,140.4647727918657
48,140.49095978413587
49,140.21934398546682
50,139.82596412756487
51,139.77530006307322
52,140.09767835981245
53,139.92204917505185
54,139.80291085659667
55,139.61729845155415
56,140.08583242085905
57,140.79244716727754
58,140.98832884679666
59,140.57121360372622
60,139.92437014250638
61,139.83387265842197
62,139.75003688787018
63,139.72750071343864
64,139.94599258379668
65,140.1266932341498
66,140.25224311351872
67,140.24292930015295
68,139.78410083558936
69,139.46730783693212
70,139.2707152589265
71,139.22806004431533
72,139.13164991841788
73,139.18568912136615
74,139.21826171156698
75,139.24230854710095
76,139.32061582147458
77,139.1426440723277
78,139.2704034333878
79,139.52527014361175
80,139.3425630792463
81,139.08999025005198
82,138.90435723140592
83,138.8463713665775
84,138.8601009627539
85,139.16281462331
86,139.62645342244417
87,139.98988542390742
88,140.278381958926
89,140.01818008924204
90,140.21838618120142
91,140.3771329726664
92,140.42736939360867
93,140.5860835941878
94,140.6836692181456
95,140.47985601716323
96,140.43162214668604
97,140.33103140821805
98,139.90289997699946
99,139.49779468601585
100,139.47611852999873
101,139.44430628331207
102,139.64207517050227
103,139.79399231843755
104,139.78433807306024
105,139.8398861600287
106,139.38594434712294
107,138.94811247046965
108,138.4377515314685
109,137.06016215384614
110,134.0
111,134.0
112,134.0
113,134.0
114,134.0
115,134.0
116,134.0
117,134.0
118,134.0
119,134.0
120,133.0
121,133.0
122,133.0
123,134.0
124,134.0
125,133.0
126,133.0
127,134.0
128,134.0
129,134.0
130,134.0
131,133.0
133,133.0
134,134.0
135,134.0
136,133.0
137,133.0
138,132.0
139,133.0
140,133.0
141,133.0
142,133.0
143,132.0
144,133.0
145,132.0
146,132.0
147,132.0
148,132.0
149,133.0
150,132.0
151,133.0
152,133.0
153,133.0
